"year","month","weeks_charted","high","artist","title","genre","bpm","length"
1992,9,13,58,"Troop","Sweet November","R&B",NA,237
1992,10,8,58,"Roxette","How Do You Do!","Rock",121,187
1992,8,20,59,"George LaMond","Where Does That Leave Love","Rock",119,253
1992,3,12,59,"R. Kelly","She's Got That Vibe","Rock",NA,269
1992,10,16,60,"Smart E's","Sesame's Treet","Electronic",72,211
1991,11,14,61,"Jody Watley","I Want You","Rock",104,246
1992,2,7,61,"Marky Mark & The Funky Bunch","I Need Money","Rap",NA,190
1991,12,11,62,"Vanessa Williams","The Comfort Zone","Rock",105,230
1992,3,11,62,"L.A. Guns","It's Over Now","Rock",NA,219
1992,3,8,62,"M.C. Hammer","Do Not Pass Me By","Rap",78,306
1992,10,15,63,"Kris Kross","I Missed The Bus","Rap",107,175
1992,7,8,63,"Tag","The Way I Feel","Rock",93,240
1992,10,8,63,"Maxi Priest","Groovin' In The Midnight","Reggae",NA,242
1992,6,5,63,"Troop","Whatever It Takes (To Make You Stay)","R&B",NA,267
1991,12,16,64,"Laissez Faire","In Paradise","Electronic",122,397
1992,8,9,64,"Nirvana","Lithium","Rock",123,255
1992,11,11,66,"10,000 Maniacs","These Are Days","Rock",108,215
1992,12,7,66,"George LaMond","Baby, I Believe In You","Rock",NA,231
1992,7,4,66,"Prince","Sexy M.F.","Rock",106,320
1992,7,19,67,"Lil Suzy","Take Me In Your Arms","Rock",126,302
1992,6,6,68,"Bruce Springsteen","57 Channels (And Nothin' On)","Rock",131,140
1992,4,9,68,"Chaka Khan","Love You All My Lifetime","Rock",96,282
1992,7,9,69,"M.C. Brains","Brainstorming","Rap",NA,332
1992,8,8,69,"Slaughter","Real Love","Rock",90,215
1992,12,8,69,"Soup Dragons, The","Pleasure","Rock",NA,200
1992,10,15,71,"Megadeth","Symphony Of Destruction","Rock",139,240
1991,11,8,71,"Ozzy Osbourne","No More Tears","Rock",NA,354
1992,2,8,71,"Shawn Christopher","Don't Lose The Magic","Electronic",119,240
1992,9,7,71,"Jude Cole","Start The Car","Rock",NA,235
1992,10,11,72,"Tevin Campbell","Alone With You","Rock",77,300
1992,11,10,72,"Guns N' Roses","Yesterdays","Rock",85,192
1992,10,9,72,"Billy Ray Cyrus","Could've Been Me","Country",120,221
1992,9,8,72,"Voices","Yeah, Yeah, Yeah","Rock",108,270
1991,12,5,76,"Red Hot Chili Peppers","Give It Away","Rock",91,280
1992,3,14,73,"Luke","I Wanna Rock","Rap",NA,282
1992,9,8,73,"Rhythm Syndicate","I Wanna Make Love To You","Rock",81,242
1992,1,7,73,"Luther Vandross","The Rush","Rock",NA,236
1992,8,8,75,"Cover Girls, The","Thank You","Rock",72,301
1992,10,7,75,"Sofia Shinas","The Message","Rock",NA,257
1992,4,7,76,"Right Said Fred","Don't Talk Just Kiss","Rock",124,192
1992,9,7,76,"2 Unlimited","Get Ready For This","Electronic",124,219
1992,1,6,76,"Rythm Syndicate","Blinded By Love","Rock",132,220
1991,12,6,77,"Prince","Insatiable","Rock",NA,240
1992,2,7,77,"Cypress Hill","How I Could Just Kill A Man","Rap",NA,242
1991,12,5,78,"Bette Midler","Every Road Leads Back To You","Other",126,221
1992,2,8,79,"Enya","Caribbean Blue","Other",NA,237
1992,9,6,80,"Black Crowes, The","Thorn In My Pride","Rock",NA,352
1992,1,10,81,"Tony Terry","Everlasting Love","R&B",78,227
1992,6,8,81,"Mint Condition","Forever In Your Eyes","Rock",139,240
1992,10,6,81,"Gloria Estefan","Always Tomorrow","Rock",132,290
1992,7,7,82,"Metallica","Wherever I May Roam","Rock",NA,390
1992,10,12,83,"Wynonna","No One Else On Earth","Country",98,247
1992,8,6,83,"C & C Music Factory","Keep It Comin' (Dance Till You Can't Dance No More!)","Rock",113,237
1992,7,5,83,"Firehouse","Reach For The Sky","Jazz",132,278
1992,3,5,83,"Warrant","We Will Rock You","Rock",94,176
1993,1,3,83,"Darlene Love","All Alone On Christmas","Rock",122,245
1992,11,4,84,"Miki Howard","Ain't Nobody Like You","Rock",79,291
1992,4,12,85,"Tevin Campbell","Goodbye","Rock",94,248
1992,10,7,85,"Jodeci","I'm Still Waiting","Rock",126,258
1992,4,6,86,"Tesla","What You Give","Rock",138,428
1992,5,3,86,"M.C. Hammer","This Is The Way We Roll","Rap",NA,466
1992,12,8,87,"Bad Company","This Could Be The One","Rock",85,309
1992,11,4,88,"Tom Cochrane","Washed Away","Rock",88,318
1992,9,3,88,"Tyler Collins","It Doesn't Matter","Rock",NA,240
1992,1,3,88,"Skid Row","Wasted Time","Rock",84,347
1992,8,2,89,"Indigo Girls","Galileo","Rock",103,250
1992,7,3,91,"Glenn Frey","I've Got Mine","Rock",NA,239
1992,8,3,92,"Billy Joel","All Shook Up","Rock",75,125
1992,7,5,93,"Beastie Boys","So What 'Cha Want","Rap",85,214
1992,3,4,93,"Arthur Baker","I O U ","Rap",120,242
1992,1,2,93,"Martika","Martika's Kitchen","Rock",NA,248
1992,2,8,94,"Cypress Hill","The Phuncky Feel One","Rap",102,205
1992,10,3,94,"Ce Ce Peniston","Inside That I Cried","Rock",NA,280
1992,3,2,95,"One To One","Peace Of Mind (Love Goes On)","Pop",113,231
1992,10,3,96,"Extreme","Rest In Peace","Rock",NA,290
1992,7,2,96,"Olivia Newton-John","I Need Love","Rock",97,247
1992,6,1,96,"Curtis Stigers","Sleeping With The Lights On","Rock",105,234
1992,3,2,97,"St. Etienne","Only Love Can Break Your Heart","Rock",102,271
1992,12,2,97,"Ce Ce Peniston","Crazy Love","Rock",92,245
1992,10,3,98,"Joe Public","Do You Everynite","Rock",113,257
1992,4,2,98,"Lightning Seeds, The","The Life Of Riley","Rock",121,242
1992,10,1,98,"Metallica","Sad But True","Rock",89,318
1992,3,1,98,"Curtis Stigers","You're All That Matters To Me","Rock",NA,257
1992,11,1,98,"Utah Saints","Something Good","Electronic",127,212
1992,3,2,100,"Seal","Killer","Rock",119,252
1991,6,22,1,"Bryan Adams","(Everything I Do) I Do It For You","Rock",NA,243
1991,11,19,1,"Michael Jackson","Black Or White","Rock",120,199
1991,5,19,1,"Paula Abdul","Rush Rush","Rock",NA,254
1991,8,19,1,"Mariah Carey","Emotions","Rock",114,249
1990,11,24,1,"C & C Music Factory","Gonna Make You Sweat","Rock",113,243
1990,11,24,1,"Surface","The First Time","Rock",125,255
1991,4,19,1,"Mariah Carey","I Don't Wanna Cry","Rock",130,289
1990,11,15,1,"Madonna","Justify My Love","Rock",99,290
1991,2,21,1,"Amy Grant","Baby Baby","Gospel",98,224
1991,9,19,1,"Prince","Cream","Rock",115,248
1990,12,22,1,"Whitney Houston","All The Man That I Need","Rock",NA,223
1991,1,19,1,"Mariah Carey","Someday","Rock",110,235
1991,7,20,1,"Color Me Badd","I Adore Mi Amor","Rock",91,285
1991,1,19,1,"Gloria Estefan","Coming Out Of The Dark","Rock",132,235
1991,3,24,1,"Extreme","More Than Words","Rock",NA,245
1991,2,23,1,"Hi-Five","I Like The Way (The Kissing Game)","Rock",NA,222
1990,12,24,1,"Timmy T","One More Try","Rock",75,204
1991,4,23,1,"EMF","Unbelievable","Rock",104,210
1991,10,19,1,"Michael Bolton","When A Man Loves A Woman","Rock",NA,220
1991,10,19,1,"PM Dawn","Set Adrift On Memory Bliss","Rap",99,233
1991,8,19,1,"Karyn White","Romantic","Rock",110,228
1990,11,21,1,"Janet Jackson","Love Will Never Do (Without You)","Rock",NA,266
1991,7,20,1,"Marky Mark & The Funky Bunch","Good Vibrations","Rap",121,266
1991,2,19,1,"Wilson Phillips","You're In Love","Rock",NA,238
1991,3,19,1,"Roxette","Joyride","Rock",102,240
1991,2,19,1,"Londonbeat","I've Been Thinking About You","Electronic",113,220
1991,7,16,1,"Paula Abdul","The Promise Of A New Day","Rock",119,249
1991,9,21,2,"Boyz II Men","It's So Hard To Say Goodbye To Yesterday","R&B",143,165
1991,4,23,2,"Color Me Badd","I Wanna Sex You Up","Rock",101,249
1991,8,20,2,"Natural Selection","Do Anything","Rap",93,237
1991,3,20,2,"Cathy Dennis","Touch Me (All Night Long)","Rock",117,202
1991,6,17,2,"Rythm Syndicate","P.A.S.S.I.O.N.","Rock",113,216
1991,4,25,2,"Jesus Jones","Right Here, Right Now","Rock",106,181
1991,9,19,2,"Bryan Adams","Can't Stop This Thing We Started","Rock",113,262
1991,6,19,2,"Amy Grant","Every Heartbeat","Gospel",126,222
1991,6,19,2,"Lenny Kravitz","It Ain't Over Til It's Over","Rock",79,226
1991,6,18,2,"Roxette","Fading Like A Flower (Every Time You Leave)","Rock",105,226
1991,6,24,3,"Boyz II Men","Motownphilly","R&B",114,228
1990,9,28,3,"Damn Yankees","High Enough","Rock",81,250
1991,1,22,3,"Tara Kemp","Hold You Tight","Rock",100,220
1991,3,20,3,"C & C Music Factory","Here We Go","Rock",113,278
1990,12,22,3,"Tracie Spencer","This House","Rock",112,293
1990,12,22,3,"Styx","Show Me The Way","Rock",78,265
1991,6,18,4,"DJ Jazzy Jeff & The Fresh Prince","Summertime","Rap",95,266
1990,11,19,4,"Ralph Tresvant","Sensitivity","R&B",96,276
1991,4,17,4,"Michael Bolton","Love Is A Wonderful Thing","Rock",125,274
1991,4,18,4,"Luther Vandross","Power Of Love/Love Power","Rock",92,254
1991,8,20,4,"Extreme","Hole Hearted","Rock",101,211
1990,12,23,4,"Celine Dion","Where Does My Heart Beat Now","Rock",148,260
1991,7,16,4,"C+C Music Factory","Things That Make You Go Hmmmm","Rock",113,244
1991,4,21,4,"R.E.M.","Losing My Religion","Rock",125,268
1991,6,25,4,"Scorpions","Wind Of Change","Rock",75,304
1991,3,17,4,"diVINYLS","I Touch Myself","Rock",109,220
1990,12,16,4,"Vanilla Ice","Play That Funky Music","Rap",101,199
1991,8,19,4,"Jesus Jones","Real, Real, Real","Rock",110,184
1991,3,18,5,"Rod Stewart","Rhythm Of My Heart","Rock",142,227
1991,2,18,5,"Enigma","Sadeness","Electronic",95,244
1991,6,22,5,"Firehouse","Love Of A Lifetime","Jazz",123,280
1991,7,20,5,"Bonnie Raitt","Something To Talk About","Rock",102,219
1991,6,19,5,"KLF, The","3 A.M. Eternal","Electronic",119,213
1990,12,22,5,"Oleta Adams","Get Here","Rock",109,272
1991,1,15,5,"Sting","All This Time","Rock",126,284
1991,10,19,6,"Paula Abdul","Blowing Kisses In The Wind","Rock",147,276
1990,11,21,6,"Nelson","After The Rain","Rock",125,238
1991,9,19,6,"Roberta Flack","Set The Night To Music","Rock",122,274
1991,9,20,6,"Naughty By Nature","O.P.P.","Rap",97,271
1990,12,23,6,"Chris Isaak","Wicked Game","Rock",112,240
1991,5,21,6,"Michael W. Smith","Place In This World","Gospel",147,235
1991,7,18,7,"Michael Bolton","Time, Love And Tenderness","Rock",85,252
1991,2,20,7,"Rick Astley","Cry For Help","Rock",89,234
1991,5,18,7,"Tara Kemp","Piece Of My Heart","Rock",101,224
1991,2,18,7,"Gerardo","Rico Suave","Rap",105,243
1991,9,19,7,"Amy Grant","That's What Love Is For","Gospel",70,254
1991,3,25,7,"UB40","Here I Am (Come And Take Me)","Rock",95,236
1990,12,19,7,"Keith Sweat","I'll Give All My Love To You","Rock",140,270
1990,11,17,7,"Will To Power","I'm Not In Love","Rock",149,219
1991,6,19,7,"Seal","Crazy","Rock",102,264
1991,5,25,8,"Escape Club, The","I'll Be There","Rock",99,288
1991,1,22,8,"Tesla","Signs","Rock",80,189
1991,6,21,8,"Hi-Five","I Can't Wait Another Minute","Rock",73,294
1991,4,18,8,"Black Box","Strike It Up","Electronic",118,186
1991,7,20,8,"Cathy Dennis","Too Many Walls","Rock",98,238
1991,7,20,8,"Aaron Neville","Everybody Plays The Fool","Rock",88,237
1990,11,19,8,"INXS","Disappear","Rock",125,240
1991,5,16,8,"Crystal Waters","Gypsy Woman (She's Homeless)","Electronic",119,222
1991,1,23,9,"Another Bad Creation","Iesha","Rock",111,247
1990,10,21,9,"Cathy Dennis","Just Another Dream","Rock",118,241
1991,3,17,9,"Queensryche","Silent Lucidity","Rock",140,340
1990,12,22,9,"LL Cool J","Around The Way Girl","Rap",101,240
1991,8,20,9,"Luther Vandross","Don't Want To Be A Fool","Rock",95,268
1991,9,19,9,"Curtis Stigers","I Wonder Why","Rock",138,264
1991,4,14,9,"Whitney Houston","Miracle","Rock",110,336
1991,3,8,9,"Madonna","Rescue Me","Rock",118,278
1991,11,19,10,"Marky Mark & The Funky Bunch","Wildside","Rap",105,302
1991,9,19,10,"Guns N' Roses","Don't Cry","Rock",125,277
1991,7,15,10,"R.E.M.","Shiny Happy People","Rock",124,219
1991,8,20,10,"Chesney Hawkes","The One And Only","Rock",119,217
1990,12,18,10,"Warrant","I Saw Red","Rock",99,223
1991,7,17,10,"Rod Stewart","The Motown Song","Rock",117,250
1991,4,17,10,"Another Bad Creation","Playground","Rock",110,253
1991,8,15,10,"Martika","Love.. Thy Will Be Done","Rock",91,252
1991,5,16,11,"David A. Stewart","Lily Was Here","Rock",108,255
1991,4,13,11,"Huey Lewis & The News","Couple Days Off","Rock",81,193
1991,6,22,11,"Heavy D & The Boyz","Now That We Found Love","Rap",119,256
1991,3,16,11,"Voices That Care","Voices That Care","Other",149,293
1991,11,19,12,"Richard Marx","Keep Coming Back","Rock",97,394
1990,12,28,12,"Tevin Campbell","Round And Round","Rock",107,232
1990,10,21,12,"Winger","Miles Away","Rock",91,246
1991,2,15,12,"Stevie B","I'll Be By Your Side","Rock",122,250
1991,6,14,12,"Wilson Phillips","The Dream Is Still Alive","Rock",108,240
1991,8,19,13,"Salt 'N Pepa","Let's Talk About Sex","Rap",106,282
1991,3,23,13,"Marc Cohn","Walking In Memphis","Rock",130,250
1990,12,18,13,"Pebbles","Love Makes Things Happen","Rock",75,265
1991,1,17,13,"Alias","Waiting For Love","Rock",111,234
1991,9,14,13,"Rythm Syndicate","Hey Donna","Rock",117,236
1991,7,17,14,"Natalie Cole","Unforgettable","Rock",129,203
1991,3,16,14,"Triplets, The","You Don't Have To Go Home Tonight","Rock",132,227
1991,6,23,14,"Tony Terry","With You","R&B",131,300
1991,2,19,14,"Rembrandts, The","Just The Way It Is, Baby","Rock",115,246
1991,3,17,14,"Nelson","More Than Ever","Rock",96,204
1991,10,14,14,"John Mellencamp","Get A Leg Up","Rock",138,222
1991,8,19,16,"Metallica","Enter Sandman","Rock",124,330
1991,2,17,16,"Robert Palmer","Mercy Mercy Me (The Ecology)/I Want You","Rock",99,349
1990,11,23,16,"Bad Company","If You Needed Somebody","Rock",84,258
1991,5,11,16,"Gerardo","We Want The Funk","Rap",106,244
1991,6,15,17,"Cher","Love And Understanding","Rock",116,275
1991,4,16,17,"LL Cool J","Mama Said Knock You Out","Rap",102,283
1991,4,17,17,"Surface","Never Gonna Let You Down","Rock",124,223
1991,8,20,18,"Vanessa Williams","Running Back To You","Rock",115,251
1991,5,15,18,"Londonbeat","A Better Love","Electronic",95,240
1991,9,13,18,"EMF","Lies","Rock",112,214
1991,3,23,19,"Firehouse","Don't Treat Me Bad","Jazz",111,231
1991,3,15,19,"Sheena Easton","What Comes Naturally","Rock",104,270
1989,10,28,64,"After 7","Heat Of The Moment","Rock",103,370
1991,3,11,20,"Whitney Houston","The Star Spangled Banner","Rock",112,129
1991,10,18,20,"DJ Jazzy Jeff & The Fresh Prince","Ring My Bell","Rap",118,238
1991,7,10,20,"Whitney Houston","My Name Is Not Susan","Rock",101,270
1990,11,17,21,"Outfield, The","For You","Rock",118,259
1991,3,26,21,"Salt 'N Pepa","Do You Want Me","Rap",121,226
1990,12,17,21,"Urban Dance Squad","Deeper Shade Of Soul","Rock",114,226
1991,7,13,21,"Huey Lewis & The News","It Hit Me Like A Hammer","Rock",96,235
1991,8,14,21,"Prince","Gett Off","Rock",99,264
1991,10,19,22,"Gloria Estefan","Live For Loving You","Rock",115,254
1991,3,27,23,"Steelheart","I'll Never Let You Go","Rock",149,299
1990,12,15,23,"AC/DC","Moneytalks","Rock",121,221
1990,11,12,23,"Phil Collins","Hang In Long Enough","Rock",120,276
1991,8,13,23,"Siouxsie & The Banshees","Kiss Them For Me","Rock",99,253
1990,12,13,23,"Black Box","I Don't Know Anybody Else","Electronic",120,232
1991,9,13,23,"Simply Red","Something Got Me Started","Rock",112,234
1991,5,15,24,"After 7","Nights Like This","Rock",97,238
1991,8,11,24,"Bob Seger","The Real Love","Rock",115,225
1991,7,14,25,"Robbie Nevil","Just Like You","Rock",97,236
1991,10,19,25,"Jodeci","Forever My Lady","Rock",118,256
1991,4,16,25,"Styx","Love At First Sight","Rock",115,275
1990,11,11,26,"Debbie Gibson","Anything Is Possible","Rock",110,214
1991,6,14,26,"Black Crowes, The","Hard To Handle","Rock",104,188
1991,10,18,27,"Van Halen","Top Of The World","Rock",127,226
1991,1,10,27,"George Michael","Waiting For That Day","Rock",86,282
1991,8,17,28,"Bad Company","Walk Through Fire","Rock",123,250
1991,6,14,28,"Nelson","Only Time Will Tell","Rock",71,246
1991,6,14,28,"Tom Petty and the Heartbreakers","Learning To Fly","Rock",116,235
1991,8,13,28,"Tami Show","The Truth","Rock",121,242
1990,11,12,28,"Robert Palmer","You're Amazing","Rock",72,226
1990,11,14,28,"Iggy Pop","Candy","Rock",71,241
1991,7,15,29,"Guns N' Roses","You Could Be Mine","Rock",75,335
1991,7,13,29,"3rd Bass","Pop Goes The Weasel","Rap",100,220
1991,3,16,30,"Black Crowes, The","She Talks To Angels","Rock",79,330
1991,2,11,30,"Susanna Hoffs","My Side Of The Bed","Rock",113,200
1991,1,22,31,"Michel'le","Something In My Heart","Rock",130,227
1990,11,13,31,"Dino","Gentle","Rock",92,248
1991,7,15,33,".38 Special","The Sound Of Your Voice","Rock",135,288
1990,11,15,33,"Cher","The Shoop Shoop Song (It's In His Kiss)","Rock",117,162
1990,12,14,34,"Tony! Toni! Toné!","It Never Rains (In Southern California)","Rock",79,283
1991,8,20,34,"Jasmine Guy","Just Want To Hold You","Rock",80,243
1990,11,12,34,"Breathe","Does She Love That Man?","Rock",74,278
1991,2,11,34,"Ralph Tresvant","Stone Cold Gentleman","R&B",105,249
1991,5,13,35,"Poison","Life Goes On","Rock",79,282
1991,2,19,35,"Lisette Melendez","Together Forever","Rock",118,224
1991,3,11,35,"Fixx, The","How Much Is Enough","Rock",110,240
1991,4,12,35,"Celine Dion","(If There Was) Any Other Way","Rock",124,255
1991,5,12,36,"Yo-Yo","You Can't Play With My Yo-Yo","Rap",96,230
1990,12,12,36,"Cinderella","Shelter Me","Rock",125,270
1991,6,16,37,"Lisa Lisa & Cult Jam","Let The Beat Hit 'Em","Rock",113,276
1991,10,14,37,"Shabba Ranks","Housecall","Reggae",81,232
1991,2,12,38,"Poison","Ride The Wind","Rock",136,225
1991,1,11,39,"Chicago","Chasin' The Wind","Rock",80,256
1991,6,13,39,"Stereo MC's","Elevate My Mind","Electronic",115,192
1990,12,12,39,"Slaughter","Spend My Life","Rock",115,192
1991,5,10,40,"Simple Minds","See The Lights","Rock",125,257
1991,2,15,41,"Guy","Let's Chill","R&B",149,412
1991,2,11,41,"Winger","Easy Come, Easy Go","Rock",118,223
1991,1,11,41,"Daryl Hall & John Oates","Don't Hold Back Your Love","Rock",113,268
1991,10,19,42,"Tracie Spencer","Tender Kisses","Rock",83,263
1990,11,13,42,"Too Short","The Ghetto","Rap",100,292
1991,8,13,42,"Bad English","Straight To Your Heart","Rock",127,247
1991,6,11,42,"Titiyo","My Body Says Yes","Rock",113,241
1990,11,12,43,"Elton John","You Gotta Love Someone","Rock",102,285
1991,2,11,43,"Alexander O'Neal","All True Man","Rock",104,242
1991,6,13,43,"Gloria Estefan","Can't Forget You","Rock",142,248
1991,2,10,44,"Escape Club, The","Call It Poison","Rock",110,257
1991,3,11,44,"Cinderella","Heartbreak Station","Rock",116,263
1991,11,13,45,"Lita Ford","Shot Of Poison","Rock",NA,200
1991,4,10,46,"INXS","Bitter Tears","Rock",113,221
1991,2,9,46,"George Michael","Mother's Pride","Rock",79,233
1991,1,10,47,"Deee-Lite","Power Of Love","Rock",122,233
1991,4,11,48,"Tony! Toni! Toné!","Whatever You Want","Rock",NA,262
1991,9,19,49,"Lisette Melendez","A Day In My Life (Without You)","Rock",NA,225
1990,12,15,49,"George LaMond","No Matter What","Rock",NA,264
1991,6,11,49,"Sandee","Love Desire","Rock",106,234
1991,10,14,50,"Public Enemy","Can't Truss It","R&B",101,317
1991,11,13,50,"C & C Music Factory","Just A Touch Of Love","Rock",122,235
1991,4,10,50,"Damn Yankees","Come Again","Rock",132,243
1991,8,10,51,"Henry Lee Summer","Till Somebody Loves You","Rock",111,207
1991,3,16,52,"Aftershock","Going Through The Motions","Rap",76,302
1991,6,15,52,"Peabo Bryson","Can You Stop The Rain","Rock",120,295
1991,2,7,52,"Vanilla Ice","I Love You","Rap",NA,266
1991,3,8,53,"Great White","Call It Rock 'N Roll","Rock",136,232
1991,4,7,53,"Gloria Estefan","Seal Our Fate","Rock",NA,230
1991,8,7,54,"Young M.C. ","That's The Way Love Goes","Rap",NA,251
1991,1,14,54,"M.C. Hammer","Here Comes The Hammer","Rap",NA,345
1991,1,12,54,"Donny Osmond","Sure Lookin'","Rock",NA,235
1991,5,7,54,"Tracie Spencer","This Time Make It Funky","Rock",NA,260
1991,5,13,55,"Glenn Frey","Part Of Me, Part Of You","Rock",NA,251
1991,6,13,55,"Thunder","Dirty Love","Rock",121,312
1991,2,11,55,"Cover Girls, The","Funk Boutique","Rock",NA,225
1991,9,8,56,"Stevie Nicks","Sometimes (It's A Bitch)","Rock",119,275
1991,10,6,56,"Crash Test Dummies","Superman's Song","Rock",84,264
1991,10,11,57,"KLF, The","What Time Is Love?","Electronic",NA,224
1991,3,7,57,"Rolling Stones, The","Highwire","Rock",NA,216
1991,11,12,58,"2 Live Crew","Pop That Coochie","Rap",127,252
1991,9,8,58,"Eddie Money","Heaven In The Back Seat","Rock",120,236
1991,8,8,59,"Steelheart","She's Gone (Lady)","Rock",136,387
1991,9,11,60,"Michael W. Smith","For You","Gospel",84,230
1991,6,8,60,"Michael Damian","What A Price To Pay","Rock",76,259
1991,11,10,61,"U2","The Fly","Rock",108,262
1990,12,10,62,"Maxi Priest","Just A Little Bit Longer","Reggae",86,226
1991,8,11,62,"TKA","Louder Than Love","Rock",121,273
1991,1,7,62,"Bette Midler","Night And Day","Other",133,319
1991,8,8,63,"Marc Cohn","Silver Thunderbird","Rock",134,268
1991,1,8,63,"Bell Biv DeVoe","When Will I See You Smile Again?","Rock",124,295
1991,5,6,63,"Timmy T","Over And Over","Rock",109,165
1991,9,5,63,"Mötley Crüe","Primal Scream","Rock",103,281
1991,2,8,64,"Heart","Secret","Rock",127,245
1990,12,8,65,"Trixter","Give It To Me Good","Rock",115,206
1991,10,12,65,"Kenny Loggins","Conviction Of The Heart","Rock",124,268
1991,3,10,66,"Jasmine Guy","Another Like My Lover","Rock",NA,256
1990,12,7,66,"Joey B. Ellis & Tynetta Hare","Go For It (Heart And Fire)","Rap",110,230
1991,4,8,67,"Ice-T","New Jack Hustler (Nino's Theme)","Rap",109,280
1991,2,7,67,"Shawn Christopher","Another Sleepless Night","Electronic",121,320
1990,12,14,69,"Jude Cole","House Full Of Reasons","Rock",114,230
1990,12,10,69,"Candyman","Melt In Your Mouth","Rap",98,217
1991,3,6,69,"Simpsons, The","Deep, Deep Trouble","Rock",98,262
1991,6,9,71,"Keith Sweat","Your Love","Rock",102,218
1991,6,10,72,"Trixter","Surrender","Rock",126,254
1991,5,7,72,"Pet Shop Boys","Where The Streets Have No Name/I Can't Take My Eyes Off You","Rock",128,263
1991,4,7,73,"Pebbles","Backyard","Rock",113,255
1991,10,6,73,"Belinda Carlisle","Do You Feel Like I Feel","Rock",122,250
1991,2,5,73,"Phil Collins","Who Said I Would","Rock",132,268
1991,11,7,74,"Voice Of The Beehive","Monsters And Angels","Rock",81,208
1991,11,7,75,"Atlantic Starr","Love Crazy","Rock",94,274
1991,3,8,75,"Trixter","One In A Million","Rock",120,290
1991,10,6,75,"Crowded House","Fall At Your Feet","Rock",102,192
1991,10,8,76,"Lenny Kravitz","Stand By My Woman","Rock",122,252
1991,7,4,76,"Yasmin","Wanna Dance","Rock",100,216
1991,11,12,77,"Voyce","Within My Heart","Rock",114,216
1991,8,5,77,"Donna Summer","When Love Cries","Rock",95,240
1991,4,6,78,"Mike + The Mechanics","Word Of Mouth","Rock",105,240
1991,7,5,78,"Alice Cooper","Hey Stoopid","Rock",129,249
1991,5,10,78,"Rembrandts, The","Someone","Rock",79,224
1991,4,6,78,"Warrant","Uncle Tom's Cabin","Rock",126,202
1991,11,2,78,"Jermaine Jackson","Word To The Badd!!","Rock",109,312
1991,3,5,79,"Little Caesar","In Your Arms","Rock",89,258
1991,2,5,79,"ZZ Top","Give It Up","Rock",123,197
1991,12,6,80,"Tone Loc","All Through The Night","Rap",88,290
1991,11,5,80,"Marc Cohn","True Companion","Rock",105,241
1991,6,5,81,"Rick Astley","Move Right Out","Rock",106,227
1991,4,4,81,"Starship","Good Heart","Rock",94,256
1991,10,4,81,"Vanilla Ice","Cool As Ice (Everybody Get Loose)","Rap",NA,214
1991,3,7,82,"Trilogy","Love Me Forever Or Love Me Not","Rock",122,242
1991,3,6,82,"Sa-Fire","Made Up My Mind","Rock",NA,221
1991,8,11,83,"Erasure","Chorus","Rock",129,271
1991,3,4,84,"Johnny Gill","Wrap My Body Tight","Rock",101,216
1991,9,5,85,"Ziggy Marley","Good Time","Reggae",NA,206
1991,7,4,85,"Fred Schneider","Monster","Rock",NA,217
1991,6,5,86,"Yes","Lift Me Up","Rock",NA,376
1991,10,4,86,"Robbie Nevil","For Your Mind","Rock",NA,212
1991,11,7,88,"Hi-Five","Just Another Girlfriend","Rock",113,251
1991,6,6,88,"Warrant","Blind Faith","Rock",NA,195
1991,8,5,88,"Tevin Campbell","Just Ask Me To","Rock",NA,244
1991,11,5,90,"UB40","Groovin'","Rock",99,230
1991,2,5,90,"Jellybean","What's It Gonna Be","Electronic",120,231
1991,7,4,90,"Alias","Perfect World","Rock",NA,226
1991,12,2,90,"Cathy Dennis","Everybody Move","Rock",116,489
1991,4,4,91,"Candyman","Nightgown","Rap",NA,218
1991,11,3,91,"Smokey Robinson","Double Good Everything","R&B",120,220
1991,11,2,91,"T.P.E.","Then Came You","Rock",NA,315
1990,12,4,92,"Paul Simon","The Obvious Child","Rock",95,244
1991,11,5,92,"Tom Petty and the Heartbreakers","Into The Great Wide Open","Rock",82,216
1991,6,4,92,"Troy Newman","Love Gets Rough","Rock",NA,236
1991,7,3,92,"Stevie Wonder","Gotta Have You","R&B",NA,267
1991,2,3,93,"Pet Shop Boys","How Can You Expect To Be Taken Seriously","Rock",94,231
1991,1,6,94,"Adventures Of Stevie V","Jealousy","Electronic",NA,212
1991,10,2,95,"Tara Kemp","Too Much","Rock",NA,287
1991,9,2,95,"LL Cool J","6 Minutes Of Pleasure","Rap",100,269
1991,10,4,96,"Stevie B","Forever More","Rock",107,247
1991,2,3,97,"Gary Moore","Still Got The Blues","Rock",82,241
1991,1,3,97,"Cure, The","Close To Me","Rock",92,253
1991,8,2,98,"Gerardo","When The Lights Go Out","Rap",NA,197
1990,10,22,1,"Stevie B","Because I Love You (The Postman Song)","Rock",128,255
1990,3,21,1,"Sinéad O'Connor","Nothing Compares 2 U","Rock",120,309
1990,6,22,1,"Mariah Carey","Vision Of Love","Rock",102,202
1990,4,24,1,"Madonna","Vogue","Rock",116,259
1990,1,17,1,"Janet Jackson","Escapade","Rock",115,281
1990,9,25,1,"Mariah Carey","Love Takes Time","Rock",126,220
1989,12,22,1,"Paula Abdul","Opposites Attract","Rock",116,225
1990,5,15,1,"New Kids On The Block","Step By Step","Rock",125,258
